income_stability,savings_ratio,debt_ratio,score
4,0.6989749115307218,0.41633220663985093,694.6903026203333
2,0.7927468125679628,0.46674035824339066,597.0766175541679
1,0.28430219417461855,0.701259042335387,300.0
4,0.2748214260751225,0.4625477319613104,511.1642508416559
4,0.32757349225874555,0.8258871636019196,423.2632478229223
4,0.33693522738862375,0.08484989310023539,649.319123025379
5,0.42057550132688687,0.8398208107352586,516.2839573101771
3,0.740825996952428,0.6841693891085016,571.0795820484208
4,0.32722961314053234,0.6856740373218849,465.18963405964746
4,0.7944115686973646,0.9908528220500069,560.5087808639438
5,0.5001504951881606,0.89769726525494,530.7510184987823
4,0.44451670622602957,0.2542572428533183,641.5295096344164
1,0.7304312557660587,0.9400882460877485,370.14602848009895
1,0.6252911913839698,0.5779936973169463,436.71836735850405
2,0.15251499296091453,0.30402633732622997,389.79809598649683
5,0.2154996630817567,0.6265932039027786,498.2219040618691
3,0.2753816371191166,0.11169015648573166,556.6456079019272
3,0.197989770570773,0.7402158006967464,337.13116801928527
2,0.6072806979644847,0.6846606355646335,457.51408851640383
2,0.67535649950332,0.10303542731548188,659.2319716066834
3,0.7258842580501974,0.6373961630867242,579.1348542940617
4,0.1363494549130164,0.11060116207272519,561.359433343389
2,0.2949566243512874,0.5271040849161761,379.8514242656621
4,0.1816183800435133,0.2715972804838179,531.1681678722599
5,0.3122393096053404,0.02244907187623968,718.1610022792643
3,0.34229637509581234,0.12421672524033278,579.6535324662251
4,0.6482427781988652,0.5385670599817481,637.7269932850216
4,0.7497956580063168,0.8796126770770837,576.0344600794017
5,0.6882431488109403,0.4694582985994752,734.4597699445336
3,0.6833804042121434,0.7858266060765908,517.6041798618801
5,0.4076662074905577,0.0320437506232607,753.4533578092448
1,0.2973770954134616,0.47919250086930043,335.1930879045945
1,0.4179973880039854,0.1832156299469312,472.2342662175148
4,0.03856335585007101,0.8544872824074186,300.0
5,0.7016257530089008,0.4549020730837169,744.1796792784452
1,0.17487195431585648,0.6273762731167991,300.0
3,0.5484375106021643,0.2333233537846653,629.3779981054661
3,0.4763537906655689,0.5715667903775005,499.0714791529774
2,0.576019335760265,0.8277194256018814,402.09190662354155
3,0.09147975942412306,0.5758871892020236,343.8257470090422
2,0.48357045651018976,0.9128166188725313,339.58319694231653
2,0.5665466020934841,0.09881126730821366,616.9752606449294
4,0.42298548756072196,0.10851521755666638,676.6396297572888
5,0.7509100450745642,0.9151991615753978,625.8042695572063
3,0.6600003784223446,0.8564601399766499,487.0621093759429
4,0.6181798374082644,0.6852603228601213,581.6938381052694
2,0.07534571120768208,0.4634927308941129,311.09046521483896
3,0.4234119637552217,0.5957005010510318,470.65463518677916
4,0.1354845504364735,0.6695388690697067,393.3321594536774
3,0.32210543898075406,0.2838989286305511,523.6724970031363
2,0.7219958468972543,0.5413421319138599,546.3956991847438
2,0.22045097911596426,0.8036251437137079,300.0
1,0.14163525354491702,0.4859391488839985,300.0
3,0.6064085694816517,0.6449497190530672,529.0785120767405
5,0.4508066016559569,0.010191190852907872,777.2652834065104
2,0.6810003960896615,0.6552675024537,495.8199076997546
5,0.5589142821284367,0.3086119125153446,730.9821390967713
5,0.38860116799829136,0.6415563986951895,562.9735475907597
2,0.5724127576736544,0.4574362320876727,511.73423344315995
2,0.0002064700771522432,0.6979369916243836,300.0
1,0.02167961896498216,0.1603454164946041,320.56822263761165
5,0.6661058281024298,0.7306342606588218,647.2520530433254
1,0.27470090853165124,0.17694615124646185,416.79651803872196
4,0.4106313991842826,0.18389382952544098,649.0844108160808
3,0.1798451281574912,0.5184371262466505,396.4069133890013
5,0.1533115993433568,0.7288711913797743,442.66328232341044
3,0.3878788565802933,0.5741120601331756,462.9179245921646
3,0.3293207137917127,0.5694560554150192,440.8914688921793
1,0.35853706434424126,0.5651603517639625,333.8667202085078
1,0.16223406936893323,0.21518017887285723,360.3395740857161
1,0.6040477313059383,0.05832391164883299,584.1219190277254
4,0.3254312032802896,0.32750493598764474,571.9210005158225
2,0.1910339425583966,0.1366743383083917,455.4112755308411
4,0.06537362967221165,0.42680213184348936,438.1088123158379
2,0.7021232840445131,0.1733853567417345,648.8337065952849
1,0.18980882800369692,0.5130027995598512,300.0
5,0.17595663667662942,0.278292453767395,586.8949185404333
3,0.4543188229938676,0.667590179172526,461.4504754457892
5,0.22340476515831478,0.1809327254733113,635.0820884213325
1,0.2650854306708485,0.3201997289986578,369.97425356874203
3,0.08054109909153553,0.7320004457602654,300.0
2,0.30379932332566295,0.20978106739070745,478.58540911305295
4,0.2087430504223695,0.8615491165599194,365.032485200972
4,0.6114435671443857,0.48750686997934045,638.3253658639521
3,0.23176227664369042,0.6443306803608392,379.4057065492244
1,0.11783510493758138,0.6563234020806259,300.0
1,0.4190648731972787,0.05260026490198655,511.8458698083155
4,0.4101985372667623,0.944213510371647,420.81536179521083
5,0.6586408494109729,0.4056349823933074,741.765845046397
3,0.3735251624540803,0.23406614094613964,559.1902226977902
1,0.6847856865740234,0.9338792502646995,353.7504995501995
2,0.013515683497942988,0.008378684965011152,422.89266790967383
1,0.16073909928304486,0.4008306327123129,304.0464498995241
1,0.14194585374122176,0.4748449893782608,300.0
1,0.4594000322171722,0.31201687782888554,450.15494953820325
1,0.19159829332720815,0.6237518314551175,300.0
2,0.7971958179158891,0.19546744295829088,680.2380942788684
1,0.1671571467746869,0.29346097012843253,338.824567671345
4,0.3657711322772741,0.8763595969386452,423.4005738293161
4,0.03228690795661828,0.9828605470695837,300.0
5,0.26641236563106185,0.9571804716715787,419.4108047509512
3,0.5146708583912147,0.6059280490572974,504.08992863929666
3,0.48673972913025026,0.10557102952075859,643.0245827958724
3,0.5550273140815937,0.34367944851431076,598.9070910783443
3,0.1565642179151963,0.7042806201688186,331.34150111543295
3,0.6436625094618328,0.7472925423829512,513.2772410698478
4,0.4883602869447874,0.7096755031806564,522.4414638237181
5,0.7999828683578021,0.2903691281252826,832.8824089055361
5,0.13690004473688716,0.5744033032412543,482.43902692237856
2,0.42217521406981806,0.1620948467935992,540.2416315898474
5,0.43900943917753327,0.8556204202292257,518.9176496022455
1,0.5416991544303141,0.608469475246841,394.13881919807335
2,0.4092759075510324,0.4780652562194927,440.2907861545651
3,0.7215986216747998,0.7668151940876401,538.594890443628
1,0.25574076241922533,0.8715226530389696,300.0
2,0.044739019952981976,0.5800837715586832,300.0
5,0.5835586336624702,0.008865113431800076,830.7639194354481
2,0.027954551416425402,0.29556077804540826,342.5135871529477
5,0.40479082097116925,0.43641955219552575,630.99046272981
4,0.181404946292115,0.5633738810341268,443.54981420660795
5,0.12184521265958717,0.8679329540186441,388.3581988582416
3,0.2974690712964851,0.6084736066941913,416.4455465103366
2,0.030804790731496737,0.5406088831228291,300.0
5,0.4174483552791049,0.4744048564870482,624.6578851655274
4,0.6214096114333193,0.3269118914534068,690.4902771373057
3,0.3445717382720072,0.7181766287277255,402.37570669048523
3,0.7027860513353148,0.19632719584387648,702.216261780963
4,0.09260650370054702,0.8414003601273642,324.62249344200956
2,0.11325378087796062,0.6080819541828139,300.0
4,0.6476710117475322,0.8053028091750304,557.4775619465038
5,0.05946369233524687,0.6692811341588568,423.0011366864417
1,0.3761029474434849,0.9141933841017218,300.0
4,0.3000550304162623,0.11645203588417552,625.0864014012523
2,0.08066160141642786,0.3429070075623626,349.39253829786236
4,0.6793564141188342,0.5240039870115079,654.5413695440814
5,0.3889192441836629,0.6995043665575649,545.7163877061957
4,0.7319821081941941,0.1308396996056509,793.5409333959823
3,0.27703823309461734,0.7517531680892191,365.2893428110812
2,0.0316812741895669,0.33434569369455813,332.3688015674593
2,0.299466156483578,0.8929604348269035,300.0
2,0.652805687612172,0.06347195013730711,662.0806900036766
3,0.5848694416553227,0.5461800677049589,550.0937563506413
4,0.470614346806105,0.614079834642958,544.0217883295545
4,0.48707316209085516,0.6743344746864384,532.5289224304106
3,0.09373362385636952,0.16401029606657636,468.29036072257486
4,0.33362039112049385,0.7669992930677395,443.34836852787566
1,0.5366913976334166,0.8961619736425555,305.8279669606
3,0.25558003316546235,0.6464546575939093,388.2956159880122
5,0.42381427236369673,0.5730160603939398,597.6208908272968
5,0.27906390338796616,0.3797887111624082,597.688948006464
5,0.7446174647080416,0.412513240473264,774.0930137412374
3,0.576410420099829,0.18176499209078922,656.0346704126948
1,0.7207718264937435,0.5490705634183551,483.5875615719908
4,0.38103155563047886,0.8539882401157087,436.21615021747897
4,0.7940517212256629,0.5474212718465181,693.3943069363097
2,0.3853337526639231,0.6096979840811397,391.22410584122736
3,0.4584769260103153,0.44517508045106335,529.8382462688071
1,0.4732271611442005,0.4809394976455499,405.0090151640152
1,0.2943983764043555,0.20913503485822815,415.01884010427375
5,0.5503752532412721,0.8631734373279412,561.1980700981265
2,0.5920102205711248,0.14921338180524613,612.0400736868761
2,0.07962326742467063,0.6855646321232757,300.0
1,0.5490893655077165,0.544467843265193,416.29539322352866
2,0.12966768618592442,0.05808725187675623,454.4408989113429
4,0.44556390351392383,0.5215436036655817,561.762480305895
1,0.19908254632987454,0.06990203548733098,418.6624078857505
2,0.2422805164483342,0.7911605441648816,300.0
4,0.41652915569611637,0.8162181670882037,461.74621215198545
5,0.2999802552305401,0.62540091574588,532.371827368452
5,0.3851014879851622,0.6996272171624084,544.1524300453423
1,0.532426374017362,0.17868510838068985,519.3650170927378
2,0.20302987063515765,0.6415985136373761,308.73239416285026
4,0.6692230478380506,0.9640245528281819,518.4818532867657
5,0.35690808976706223,0.3016001456266755,652.2831922188223
2,0.006063574988579391,0.0061492699836271925,420.58064900034356
3,0.18435884026832314,0.8470066807724584,300.0
3,0.5657198239205548,0.1844613665481044,650.9495196037906
2,0.2135932570895528,0.6804541388671161,301.3010611756863
5,0.7214568311605645,0.5636835843170477,719.4776571691114
5,0.5940058165004197,0.5709977063006166,666.3030147099829
3,0.19157864809401215,0.07097430591345111,535.3391674635695
4,0.3944822741207883,0.8406052983619721,445.6113201397237
2,0.2878436773708546,0.7709600134901949,303.84946690128334
3,0.7734951287497469,0.979119605872291,495.6621697382115
5,0.05546553142575368,0.5631675576541905,453.2359452740443
5,0.10150231562282733,0.46216675787532135,501.9508988865345
2,0.048810287566998505,0.1682920789228719,389.0364913499378
2,0.7087523013902459,0.7655731799711814,473.82896656474395
5,0.6336503538988123,0.5042804697641731,702.1760006302729
5,0.6440515203462183,0.6115858617313696,674.1448496190765
1,0.011891849949370226,0.9977500260664349,300.0
2,0.48879032747539086,0.12435719924852429,578.208971215599
4,0.5218831305760497,0.751545335007114,523.2896517282857
2,0.0070849750927263425,0.6818063326291501,300.0
1,0.4455805925327983,0.20383893820808474,477.08055555069393
2,0.2756158919153309,0.6219145014142797,343.67200634184843
2,0.4296785658808789,0.8180798545666642,346.44746998235235
2,0.05652122446609802,0.7295148324655069,300.0
4,0.1462536428658275,0.6586603423659529,400.9033544365451
3,0.5325282748658156,0.6472273758538307,498.843097190177
1,0.7989982254916397,0.48605025035519855,533.7842150900963
3,0.6415887852238387,0.5398042476290038,574.6942398008343
5,0.09323901679248117,0.48739437708176414,491.0772935924632
3,0.23561879424353993,0.7030791399045125,363.3237757260622
3,0.1308879213437569,0.9103329903194474,300.0
2,0.6726686474426973,0.5112360757114549,535.6966362636424
1,0.5144945965078785,0.018645532989209457,560.2041787063886
5,0.09140991412606266,0.9500125617559124,351.56019712365134
4,0.751587448299571,0.09460799912199613,812.2525795832296
5,0.33755635845317955,0.6656943475190078,535.3142391255694
1,0.38502097510298,0.02403449766665977,506.7980407411941
4,0.2892562101533036,0.28972900163657855,568.7837835703479
3,0.26508797817224966,0.286834471624705,499.9848497814884
3,0.25320259186192884,0.07153995246452338,559.8190510054145
1,0.2919802591148746,0.9284302337964472,300.0
4,0.7041046749690715,0.37555178947232204,708.9763331459319
2,0.4439142312104287,0.060172886408504045,579.5138265616202
1,0.26576126802570804,0.7576968382306256,300.0
2,0.018930726043804393,0.9760871129645666,300.0
2,0.42034326459648713,0.7119666714371335,374.54730440745476
1,0.04911396612869217,0.11343794831654974,345.6142019565119
2,0.40856041464288,0.14909965182495344,538.694270309666
2,0.025977451500345073,0.7432058257306776,300.0
4,0.5811626694780688,0.41674419230820203,647.4418100987668
5,0.36739900949275334,0.9127441872425933,473.1363476243233
4,0.2733287493146634,0.15323745297506075,603.3602638333471
4,0.41257646298704015,0.9507475676763162,419.8063148919212
1,0.587923066874393,0.49827691825490583,445.6861512732854
3,0.4972236432257737,0.8048397303910554,437.43753817299284
2,0.11477098933775398,0.0016625854727939648,465.4096200932634
2,0.5986882180633142,0.6164692160745847,474.5345224029503
3,0.6943750318887312,0.23147970249642724,688.3061020065643
1,0.6398618112749205,0.27497850944274516,533.4511716771447
1,0.17007206489839907,0.18850379189851263,371.47768838980585
3,0.44891898115350204,0.38552076046097217,543.9113643231092
4,0.12774426349670068,0.5325621307829537,431.32906616379415
2,0.0888226654984715,0.2363638520110387,384.619910596077
1,0.14404766549464904,0.008578906968910394,415.04539410718644
4,0.16551027996580478,0.8171587597990613,361.0564840466035
3,0.3439934727491541,0.8897423159120261,350.67469432605384
1,0.06476332515229881,0.46766659848139924,300.0
1,0.6776399086869942,0.2840643377931974,545.8366621368384
2,0.714275610185509,0.19832050831215742,646.2140915805564
3,0.7923271012585169,0.39571701635783885,678.2157355960551
4,0.4256291906998775,0.15065872169312144,665.0540597720145
2,0.14602840028935038,0.592482829031707,300.66651140622804
4,0.3456208959897684,0.6084296860009496,495.7194525956225
3,0.6622435917376968,0.08366708694351266,719.7973106120248
4,0.10481593272111277,0.3972850963564655,462.7408441815054
2,0.4479137895413783,0.13701494517426216,558.0610322642726
1,0.006453827989382966,0.26811744012663963,300.0
3,0.01408504964671149,0.07572449264173742,462.91667206616336
2,0.6788162980075253,0.09680101640029959,662.4862142829203
1,0.037233373182165776,0.8446825803031398,300.0
5,0.5264796372916324,0.4283168373349938,682.0968037161548
1,0.32821454948505774,0.6155088925573474,306.6331520268189
4,0.034171525341711376,0.8764862624023859,300.0
2,0.3049876673987048,0.5791853505820701,368.23946178486085
5,0.7702238237152126,0.8609394962884431,649.807680599552
5,0.6379492029670408,0.4283856895153755,726.6639743322037
1,0.27812694799667675,0.5883894500385252,300.0
1,0.4694389952530036,0.3814402982543671,433.34350862489134
1,0.4246991937063654,0.7506150077399791,304.6951751605524
3,0.3585342643456487,0.16758717933327216,573.1375519382779
3,0.6428718102077765,0.8623143716912298,478.4544125757417
3,0.6502433650161138,0.14431564982575917,696.8026510587177
2,0.29657310090168826,0.9506862406861301,300.0
2,0.7826258531712537,0.8320334381286587,483.44030982990387
3,0.4760146696697433,0.8820057683657476,405.804137358173
1,0.34062868148874736,0.7118152367828761,300.0
4,0.5272007839821186,0.6045853923156208,569.5046958981611
3,0.4967421735530425,0.89734180037694,409.494329308135
4,0.6191198734754125,0.29093707073282504,700.3668281703175
2,0.4325420111287954,0.5282444133515193,434.5434804460624
1,0.13004524154867445,0.11383240485138468,377.8683751640543
5,0.7656634637513162,0.2189491063492519,840.5806535957508
2,0.3649056185692236,0.34600836507442867,462.1597379053609
1,0.769013299045274,0.8860280866914653,401.79689361067005
2,0.27451552095243414,0.8029147397410223,300.0
2,0.6835457856533119,0.05129879762284972,678.0286749744698
4,0.2166986540129736,0.645561953339332,433.0108756033898
